78,Victoria,Rigsby,J,F,1976-11-20,Shearer,77.7,4548 St-Jacques Est,Charny,QC,G6X1T5,CA,Fiening,Blue
79,Amy,Owen,C,F,1979-05-14,Alonzo,52,432 Payne Street,Abingdon,VA,24210,US,Fichim,Blue
80,Margaret,Diggs,D,F,1944-02-13,Haines,67.5,1601 Kennedy Court,Worcester,MA,1608,US,Jact1944,Black
81,Cindy,Edwards,D,F,2000-06-28,Hilton,64.1,4598 Chandler Hollow Road,Gibsonia,PA,15044,US,Bage2000,Purple
82,Michael,Stevenson,K,M,1990-07-26,Samuel,95.4,2725 7th Ave,Calgary,AB,T2P0W4,CA,Whicent,White
83,Virginia,Gonzales,W,F,1965-10-08,Conner,85.9,4669 Philli Lane,Tulsa,OK,74103,US,Humorstoo,Purple
84,Kelly,Trotter,B,F,1986-08-18,Ray,70,3016 Oakridge Farm Lane,Racine,WI,53403,US,Evours,Blue
85,Tara,Evins,S,F,1946-04-05,Babb,104,4528 Wines Lane,Houston,TX,77032,US,Whouthearied,Yellow
86,Louie,Finney,S,M,1990-01-31,Collins,79,4679 Thatcher Avenue,North Battleford,SK,S9A2X5,CA,Sperly,Blue
87,Sean,Hird,J,M,1937-09-02,Vandeusen,59.4,349 Oakmound Drive,Chicago,IL,60606,US,Bearile,Blue
88,Alexander,McCarthy,M,M,1966-08-15,Welch,83.1,1124 Findlay Creek Road,Kimberley,BC,V0B1T0,CA,Nectur,Blue
89,John,Alexander,K,M,1969-05-23,Basler,88.6,3403 Coal Road,Pottsville,PA,17901,US,Folls1969,Blue
90,James,Brown,M,M,1972-11-19,Harnois,74.6,1569 Bloor Street,Rosalind,AB,T0B3Y0,CA,Sents1972,Green
91,Michael,Cofield,B,M,1940-12-08,Burns,60,4914 Alness Street,Toronto,ON,M3J2J1,CA,Picarmention,Red
92,Marjorie,Hynes,R,F,1975-05-10,Mooney,78.1,2351 Bruce Street,Stlouis,MO,63101,US,Entwes,Blue
93,Jeffrey,Fowler,L,M,1950-12-02,Bolden,85.6,1787 Duncan Avenue,New York,NY,10014,US,Scat1950,Black
94,Jonathan,Braxton,S,M,1970-09-10,Slade,99.4,4513 Churchill Plaza,Sault Ste Marie,ON,P6A1Z2,CA,Thadince,Blue
95,John,Locke,S,M,1984-11-14,Falls,90.8,3481 Winifred Way,Greencastle,IN,46135,US,Theye1984,Blue
96,Thomas,Bush,C,M,1957-12-31,Conkling,78.1,4157 Radio Park Drive,Augusta,GA,30901,US,Wassfy,Blue
97,Melanie,Escobar,E,F,1961-02-21,Carr,89.3,2812 Papineau Avenue,Montreal,QC,H2K4J5,CA,Nion1961,Green
98,Deborah,Brown,J,F,1942-02-25,Correa,67.3,3296 Fantages Way,Bangor,ME,4401,US,Opoetinat42,Purple
99,Barbara,Orr,G,F,1970-07-02,Tedesco,55,41 Cecil Street,Chicago,IL,60601,US,Teredly,Blue
100,Jean,Ellingson,N,F,1961-09-23,Fox,70.2,1197 Kennedy Court,Bolton,MA,1740,US,Hatiere61,Red
101,Aaron,Farrior,V,M,1963-10-05,Meek,78,237 Ross Street,Allendale,IL,62410,US,Syrs1963,Green
102,Kenneth,Walker,T,M,1976-12-29,Cardenas,90.1,4928 Glen Street,Madisonville,KY,42431,US,Propee,Green
103,George,Wilson,A,M,1958-07-24,Gant,69.4,616 Junkins Avenue,Lake Park,GA,31636,US,Dound1958,Black
104,Christopher,Edwin,K,M,1945-12-10,Garcia,89.3,948 Robson St,Vancouver,BC,V6B3K9,CA,Darphe45,Blue
105,Michael,Davis,D,M,1967-07-09,Richardson,91.4,1755 Merton Street,Toronto,ON,M1L3K7,CA,Barten67,Green
106,Linda,Lewter,D,F,1945-10-10,Shaffer,56.3,4775 40th Street,Calgary,AB,T2P4L4,CA,Bothe1945,Blue
107,Brent,Phipps,J,M,1946-05-03,Kowalczyk,96.9,576 Nootka Street,Vancouver,BC,V5M3M5,CA,Retion,Blue
108,Hope,Benner,R,F,1969-07-29,Feld,87.2,2723 Brand Road,Kindersley,SK,S7K1W8,CA,Thaignim,Blue
109,Carmen,Cole,V,M,1950-12-09,Jimenez,104.3,2153 Sugarfoot Lane,Lafayette,IN,47095,US,Thellaick,Green
110,John,McDaniel,J,M,2000-02-24,Hansen,67.6,1157 James Street,Westbank,BC,V5C1J9,CA,Ligaidaid,Green
111,Patrick,Vandorn,T,M,1995-07-07,Peters,91.2,3950 Reserve St,Calabogie,ON,K0J1H0,CA,Chisomen,Black
112,Oscar,Godfrey,L,M,2004-02-20,Whorton,67.8,4242 Cessna Drive,Fort Wayne,IN,46804,US,Ening2004,Blue
113,Thomas,Loera,J,M,1999-02-20,Labrie,78.3,4956 Flint Street,Atlanta,GA,30354,US,Thattable,Blue
114,Kelly,Smith,L,F,1958-01-05,Rhodes,90.1,162 Bridgeport Rd,Milton,ON,L9T1P4,CA,Xxviiii,Red
115,Craig,Norrell,D,M,1989-02-13,Crum,107.3,228 Brand Road,Saskatoon,SK,S7K1W8,CA,Leations,Blue
116,Victor,Burns,P,M,1939-11-14,Lewis,86.2,4979 Bank St,Ottawa,ON,K1H7Z1,CA,Beene1939,Green
117,Kristine,Pate,C,F,1942-08-01,Bird,88.7,169 Poe Road,Houston,TX,77032,US,Therewo,Red
118,Jeffrey,Lacy,M,M,1989-02-23,Hinton,89.8,3066 boulevard des Laurentides,Trois Rivieres,QC,G9A1V7,CA,Shrich89,Blue
119,Doris,Waddell,A,F,1956-10-24,Heitzman,101.9,4724 Chestnut Street,Tampa,FL,33610,US,Youghis1956,Green
120,Laverne,Abston,E,F,1975-05-27,Mele,91.9,2890 Aaron Smith Drive,Ephrata,PA,17522,US,Knounat,Purple
121,Ollie,Grooms,M,F,1965-12-30,Dunn,56.9,2019 Brookside Drive,Birmingham,AL,35203,US,Fliptatheaus,Orange
122,Richard,Garcia,J,M,1959-01-25,Bliss,99.2,3759 Tycos Dr,Toronto,ON,M5T1T4,CA,Nalove1959,Blue
123,James,Harris,S,M,1968-04-02,Pratt,109.2,4919 Stoney Lane,Irving,TX,75038,US,Tursed68,Green
124,Ana,Wiggs,A,F,1996-02-10,Moore,86,618 Farnum Road,New York,NY,10007,US,Theized1996,Purple
125,Tracy,Duron,F,M,1959-01-02,Eades,75.3,2862 No. 3 Road,Richmond,BC,V6X2B8,CA,Housee,Blue
126,Michael,Fitch,P,M,1979-05-31,Giddings,86.8,2313 Hart Country Lane,Columbus,GA,31907,US,Emence,Blue
127,Elmer,Villarreal,M,M,1975-09-30,Asher,97.5,3185 Fort Street,Greenville,NC,27834,US,Shearompal,Green
128,Mary,Lenahan,V,F,1964-03-04,Alm,73.3,4431 St. John Street,Birsay,SK,S4P3Y2,CA,Morselp,Orange
129,Fernando,Simmons,A,M,1962-04-17,Brown,110.9,2031 Tally Rd,Donagh,PE,C1B3C3,CA,Saine1962,Black
130,Elizabeth,Hampton,T,F,1997-02-03,Kohn,60.4,3918 rue Levy,Montreal,QC,H3C5K4,CA,Wilbeend,Blue
131,Peter,Hatfield,C,M,1982-03-29,Olson,83.8,2251 Coulter Lane,Richmond,VA,23222,US,Thelikin,Blue
132,Kurt,Wallace,R,M,1964-04-14,Davison,75.6,635 Bel Meadow Drive,San Bernardino,CA,92410,US,Turnot,Blue
133,Alma,Hammonds,J,F,1964-05-02,Birdsong,74.3,1588 A Avenue,Edmonton,AB,T5J0K7,CA,Wortut,Brown
134,Rodney,Clemons,E,M,1939-10-11,Eubanks,66.4,2783 Nelson Street,Webequie,ON,P0T3A0,CA,Hentive,Blue
135,Phyllis,Hayes,A,F,1999-09-24,Huntsberry,60.6,1907 Robinson Lane,Columbus,OH,43215,US,Yazzle,Blue
136,John,Bronson,C,M,1969-10-22,Roberts,72.1,4570 Thorn Street,Gillette,WY,82718,US,Amors1969,Blue
137,Michael,Greene,A,M,1987-08-03,Cobb,97.8,3936 Aspen Court,Boston,MA,2109,US,Paland,Green
138,Joshua,Jorgenson,N,M,1993-10-09,Campbell,78.9,508 Lochmere Lane,Torrington,CT,6790,US,Fordece,Black
139,Donald,Lunsford,S,M,1977-04-10,Starkes,106.1,437 Duke Street,Montreal,QC,H3C5K4,CA,Larow1977,Blue
140,Miles,Hammack,D,M,1971-07-29,Shelton,76.9,221 Berry Street,Colorado Springs,CO,80904,US,Shatis,Black
141,Dorothy,Snowden,R,F,1941-12-30,Stark,87.6,3903 Davis Drive,Welland,ON,L3B3Z6,CA,Swervat41,Green
142,Karla,Babcock,J,F,1977-08-24,Bryant,101.6,3166 Berkshire Circle,Knoxville,TN,37919,US,Worive,Purple
143,Jeff,Duby,K,M,1983-11-20,Webb,94.5,2163 Marion Drive,Tampa,FL,33619,US,Imet1983,Blue
144,Gary,Streicher,F,M,1943-11-03,Jackson,80.4,3811 High Meadow Lane,Olyphant,PA,18447,US,Firad1943,Blue
145,Kevin,Overby,E,M,1948-11-02,Windham,78.8,4094 Riverport Rd,Riverport,NS,B0J2W0,CA,Henind,Blue
146,Jerome,Lee,C,M,1961-08-23,Privette,99.9,2998 Meadowview Drive,Waynesboro,VA,22980,US,Saireare,Green
147,Daniel,Friend,B,M,1954-09-16,Evans,101.5,818 Baker Street,London,ON,N0N0N0,CA,Woulter,Green
148,Amelia,Moore,J,F,2004-05-11,Broxton,62.2,2322 Lillooet Street,Prince Albert,SK,S6V5R4,CA,Trighom,Purple
149,Robert,Powell,B,M,1983-11-28,White,63.7,567 Whitman Court,Norwalk,CT,6851,US,Hatat1983,Orange
150,Carie,Jones,C,F,1948-06-25,Philbrick,96.2,3278 Charla Lane,Dallas,TX,75201,US,Mazies,Green
151,Anthony,Rodriguez,L,M,1940-07-03,Henley,101.1,1424 Main St,Brandon,MB,R7A5Y1,CA,Therecomed,Blue
152,Matthew,Fu,S,M,1949-01-17,Laskey,68.6,2264 Hudson Street,Red Bank,NJ,7701,US,Sulde1949,Red
153,Lottie,Watson,S,F,1941-03-14,Oja,51,3565 Terra Cotta Street,Wadena,MN,56482,US,Shaterinew,Blue
154,Julian,Flanagan,B,M,1987-04-30,Davis,67,4524 Weston Rd,Toronto,ON,M9N1G4,CA,Thersemeaten87,Blue
155,Tiffany,Gaylor,J,F,1971-01-13,Prokop,95.8,3598 Reserve St,Warkworth,ON,K0K3K0,CA,Thishis,Purple
156,Juana,Johnson,H,F,1981-10-12,Ruiz,67,906 Jarvisville Road,Manhasset,NY,11030,US,Swerse,Purple
157,Ryan,Atwell,C,M,1957-06-21,Ward,84.6,3858 Nuzum Court,Jamestown,NY,14701,US,Pichis,Blue
158,Larry,Wheeler,M,M,1982-05-28,Stonecipher,101.5,2212 Charmaine Lane,Amarillo,TX,79101,US,Strans,Blue
159,Iris,McNeilly,P,F,1975-11-09,Jackson,88.3,3617 Thunder Road,Mountain View,CA,94041,US,Ventis75,Silver
160,Jeffrey,Chambers,D,M,1938-08-21,Anderson,93.1,4095 Broadcast Drive,Chantilly,VA,22021,US,Loverets,Blue
161,Noah,Taylor,M,M,1959-10-25,Gallagher,68.6,578 Pinewood Avenue,Marquette,MI,49855,US,Faim1959,Blue
162,Rene,Riley,T,M,1964-06-29,Livingstone,86.3,4440 Walt Nuzum Farm Road,Olean,NY,14760,US,Waind1964,Blue
163,James,Mann,N,M,2003-05-09,Holmes,59.3,2942 Yorkie Lane,Hilltonia,GA,30467,US,Becrels,Blue
164,Margaret,Yelle,S,F,1987-08-09,Winston,63.1,243 Ford Street,San Jose,CA,95131,US,Aftes1987,Green
165,Clinton,Lewis,R,M,1983-11-08,Padilla,88.1,1122 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Priblefulth,Red
166,Jean,Gonzalez,F,F,1999-06-11,Sherburne,84,2613 Roger Street,Nanaimo,BC,V9R5H9,CA,Roonstank1999,Red
167,Chloe,Pearson,T,F,1982-11-10,Lindsey,77.6,3496 Brand Road,Saskatoon,SK,S7K1W8,CA,Eithe1982,Blue
168,Heidi,Dolph,W,F,1989-01-28,McGee,81.7,3748 St Jean Baptiste St,Ste Rose De Watford,QC,G0R4G0,CA,Twour1989,Red
169,Andre,Osborne,S,M,1995-03-22,Montgomery,90.4,1242 Rosebud Avenue,Pine Bluff,AR,71601,US,Anho1995,Blue
170,Lynda,Edgerton,J,F,1988-05-02,Hogan,59.3,2892 Hoffman Avenue,Whitestone,NY,11357,US,Wheized,Orange
171,Lisa,Harper,P,F,1994-08-06,Hoar,80,3891 Ridenour Street,Doral,FL,33166,US,Theryther94,Blue
172,Glenna,Starr,R,F,1948-03-11,Perkins,58.1,4438 Golden Ridge Road,North Greenbush,NY,12180,US,Muchend,Brown
173,Brittany,Towe,R,F,1947-11-01,Borges,85.3,3340 Bridge Street,Panama,OK,74951,US,Undan1947,Red
174,Donna,Huffman,R,F,1981-06-19,Henry,52.6,2826 Camden Place,Poughkeepsie,NY,12601,US,Feep1981,Blue
175,Rose,McCandless,A,F,1972-10-21,Bargas,64.3,524 Metz Lane,Woburn,MA,1801,US,Mens1972,Blue
176,Susan,Fridley,A,F,1944-05-11,Hutchinson,53.2,2565 Rogers Road,Toronto,ON,M6E1R1,CA,Kinked,Purple
177,Opal,Pitcock,R,F,1966-03-12,Bateman,53.2,3145 Bassel Street,New Orleans,LA,70112,US,Doldrectich,Red
178,Jose,Keating,J,M,2002-12-16,Poulin,71.6,1459 rue de la Gauchetière,Montreal,QC,H3B2M3,CA,Barl2002,Blue
179,Joey,Morris,B,M,1965-11-02,Beavers,97.7,3052 MacLaren Street,Ottawa,ON,K1P5M7,CA,Uplarn1965,Blue
180,Israel,Hernandes,K,M,1946-05-27,Stern,97.3,1246 40th Street,Calgary,AB,T2T2Y6,CA,Kines1946,Blue
181,Marcella,Collins,R,F,1977-03-04,Fernandez,50.8,150 Goosetown Drive,Hot Springs,NC,28743,US,Swuzzle,Purple
182,Cheryl,Lagarde,D,F,1969-12-02,Robinson,99.3,3208 Walkers Ridge Way,Hinsdale,IL,60521,US,Beeve1969,Blue
183,Jill,Sibley,P,F,1944-06-11,Shirley,61.1,4760 Rue King,Sherbrooke,QC,J1H1R4,CA,Conere,Green
184,Wanda,Gallant,H,F,1970-01-25,Owen,94.4,110 Whitetail Lane,Dallas,TX,75204,US,Froper,Green
185,Joseph,Wasser,K,M,1989-05-15,Bourne,87.8,3191 Halsey Avenue,Toronto,ON,M3B2W6,CA,Foold1989,Black
186,James,Smith,S,M,1998-01-28,Rollins,74.4,4930 Boulevard Laflèche,St Georges,QC,G5Y1X7,CA,Givy1998,Black
187,James,Cook,M,F,1975-03-25,Reagan,53.8,872 Shobe Lane,Denver,CO,80203,US,Hanceseles,Purple
188,Chris,Oakley,B,F,1973-10-01,Weathersby,96.8,1781 Pine Garden Lane,Atlanta,GA,30339,US,Unly1973,Blue
189,Jackie,Beyer,B,F,2002-09-05,Wurst,57.6,2991 Fidler Drive,San Antonio,TX,78152,US,Gooking,Blue
190,Krista,Jackson,J,F,1997-04-30,Miller,92.5,3633 Goldleaf Lane,Newark,NJ,7102,US,Catir1997,Blue
191,James,Stephenson,F,M,1999-03-25,Rippeon,98,388 Galts Ave,Red Deer,AB,T4N2A6,CA,Rearandeas1999,Blue
192,Jon,Jacobs,M,M,1989-01-23,Brock,82.9,3053 Tycos Dr,Toronto,ON,M5T1T4,CA,Thorm1989,Yellow
193,Werner,Bell,D,M,1984-04-01,Haynes,84,2660 Carling Avenue,Ottawa,ON,K1Z7B5,CA,Befoom84,Blue
194,James,Braden,H,M,2002-11-11,Stephens,75.6,360 Pine Street,Warburg,AB,T0C2T0,CA,Buttle,Blue
195,Amanda,Price,W,F,1956-12-20,King,87.4,3307 James Street,Byron,NY,14422,US,Liffold,Blue
196,Danny,Boles,H,M,1955-06-04,Monaco,76.6,1519 Nickel Road,Los Angeles,CA,90017,US,Damitish,Black
197,James,Whang,S,M,1995-06-01,Faison,107.9,2524 Côte Joyeuse,Lac Bouchette,QC,H0H0H0,CA,Fies1995,Blue
198,Cristina,Weems,F,F,1994-07-03,Butler,75.5,4832 Goyeau Ave,Windsor,ON,N9A1H9,CA,Stinced,Black
199,Mark,Wiley,W,M,1969-01-20,Robertson,109.1,1085 Davis Place,Belmore,OH,45815,US,Reyel1969,Black
200,Jay,Parrott,K,M,1972-10-09,Keaton,102.1,3296 Baker Street,London,ON,N0N0N0,CA,Cominved1972,Green
201,Evan,Price,A,M,1943-10-03,Mayberry,84.2,2129 Main Street,Redmond,WA,98052,US,Whang1943,Blue
202,Larry,Parenteau,R,M,1982-03-09,Martin,86.7,3321 Berry Street,Colorado Springs,CO,80904,US,Hationes,Black
203,Barbara,Kendall,P,F,1943-11-06,Franklin,54.7,606 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Vithembity,Red
204,Bonnie,Torres,M,F,1939-09-23,Haynes,67.7,3635 rue Levy,Montreal,QC,H3C5K4,CA,Havoice,Red
205,Patsy,Rhoades,H,F,1984-09-06,Pierce,87.5,991 Robson St,Vancouver,BC,V6B3K9,CA,Muchich,Blue
206,Susan,Moore,J,F,2001-05-14,Carter,66,4790 Abia Martin Drive,Manhattan,NY,10018,US,Stat2001,Purple
207,Douglas,Robinson,M,M,1985-02-06,Watkins,66.7,881 Bingamon Road,Geneva,OH,44041,US,Wrisee,Blue
208,Daniel,Gomez,N,M,1944-08-13,Roth,84.4,2283 Rayborn Crescent,St Albert,AB,T8N1C7,CA,Joher1944,Blue
